"20210101014000","gear1","10.21"
"20210101014100","gear1","17.79"
"20210101014200","gear1","6.73"
"20210101014300","gear1","64.22"
"20210101014400","gear1","98.16"
"20210101014500","gear1","65.28"
"20210101014600","gear1","62.9"
"20210101014700","gear1","97.61"
"20210101014800","gear1","34.49"
"20210101014900","gear1","97.17"
"20210101015000","gear1","7.7"
"20210101015100","gear1","35.23"
"20210101015200","gear1","24.54"
"20210101015300","gear1","32.4"
"20210101015400","gear1","39.34"
"20210101015500","gear1","24.27"
"20210101015600","gear1","73.05"
"20210101015700","gear1","33.77"
"20210101015800","gear1","84.82"
"20210101015900","gear1","49.72"
"20210101020000","gear1","94.32"
"20210101020100","gear1","13.53"
"20210101020200","gear1","31.32"
"20210101020300","gear1","34.28"
"20210101020400","gear1","85.56"
"20210101020500","gear1","80.49"
"20210101020600","gear1","48.41"
"20210101020700","gear1","91.13"
"20210101020800","gear1","36.48"
"20210101020900","gear1","9.43"
"20210101021000","gear1","98.54"
"20210101021100","gear1","21.43"
"20210101021200","gear1","51.12"
"20210101021300","gear1","13.95"
"20210101021400","gear1","94.93"
"20210101021500","gear1","71.75"
"20210101021600","gear1","9.87"
"20210101021700","gear1","98.0"
"20210101021800","gear1","31.54"
"20210101021900","gear1","67.38"
"20210101022000","gear1","75.03"
"20210101022100","gear1","49.99"
"20210101022200","gear1","67.53"
"20210101022300","gear1","78.75"
"20210101022400","gear1","54.08"
"20210101022500","gear1","10.13"
"20210101022600","gear1","49.58"
"20210101022700","gear1","97.3"
"20210101022800","gear1","4.12"
"20210101022900","gear1","9.4"
"20210101023000","gear1","8.65"
"20210101023100","gear1","89.56"
"20210101023200","gear1","41.74"
"20210101023300","gear1","60.71"
"20210101023400","gear1","46.44"
"20210101023500","gear1","1.52"
"20210101023600","gear1","65.65"
"20210101023700","gear1","74.94"
"20210101023800","gear1","65.46"
"20210101023900","gear1","33.32"
"20210101024000","gear1","27.84"
"20210101024100","gear1","2.42"
"20210101024200","gear1","38.53"
"20210101024300","gear1","77.74"
"20210101024400","gear1","42.64"
"20210101024500","gear1","47.3"
"20210101024600","gear1","2.52"
"20210101024700","gear1","35.68"
"20210101024800","gear1","55.3"
"20210101024900","gear1","1.08"
"20210101025000","gear1","81.6"
"20210101025100","gear1","43.38"
"20210101025200","gear1","75.67"
"20210101025300","gear1","45.12"
"20210101025400","gear1","9.29"
"20210101025500","gear1","30.43"
"20210101025600","gear1","22.18"
"20210101025700","gear1","16.94"
"20210101025800","gear1","58.01"
"20210101025900","gear1","95.7"
"20210101030000","gear1","3.18"
"20210101030100","gear1","80.16"
"20210101030200","gear1","72.29"
"20210101030300","gear1","88.38"
"20210101030400","gear1","75.45"
"20210101030500","gear1","95.53"
"20210101030600","gear1","29.32"
"20210101030700","gear1","60.78"
"20210101030800","gear1","51.05"
"20210101030900","gear1","23.25"
"20210101031000","gear1","65.49"
"20210101031100","gear1","41.95"
"20210101031200","gear1","53.06"
"20210101031300","gear1","10.1"
"20210101031400","gear1","38.73"
"20210101031500","gear1","31.29"
"20210101031600","gear1","89.61"
"20210101031700","gear1","87.64"
"20210101031800","gear1","80.42"
"20210101031900","gear1","32.84"
"20210101032000","gear1","18.96"
"20210101032100","gear1","73.91"
"20210101032200","gear1","25.43"
"20210101032300","gear1","5.84"
"20210101032400","gear1","36.45"
"20210101032500","gear1","13.81"
"20210101032600","gear1","4.53"
"20210101032700","gear1","49.04"
"20210101032800","gear1","58.81"
"20210101032900","gear1","80.87"
"20210101033000","gear1","24.83"
"20210101033100","gear1","26.88"
"20210101033200","gear1","30.43"
"20210101033300","gear1","99.84"
"20210101033400","gear1","66.82"
"20210101033500","gear1","78.86"
"20210101033600","gear1","74.22"
"20210101033700","gear1","91.82"
"20210101033800","gear1","40.31"
"20210101033900","gear1","82.19"
"20210101034000","gear1","20.22"
"20210101034100","gear1","34.73"
"20210101034200","gear1","7.27"
"20210101034300","gear1","95.6"
"20210101034400","gear1","2.26"
"20210101034500","gear1","71.26"
"20210101034600","gear1","75.66"
"20210101034700","gear1","10.11"
"20210101034800","gear1","73.98"
"20210101034900","gear1","54.53"
"20210101035000","gear1","12.03"
"20210101035100","gear1","7.29"
"20210101035200","gear1","8.89"
"20210101035300","gear1","59.25"
"20210101035400","gear1","56.04"
"20210101035500","gear1","89.81"
"20210101035600","gear1","65.73"
"20210101035700","gear1","22.82"
"20210101035800","gear1","45.93"
"20210101035900","gear1","93.67"
"20210101040000","gear1","29.92"
"20210101040100","gear1","85.65"
"20210101040200","gear1","88.95"
"20210101040300","gear1","33.28"
"20210101040400","gear1","59.66"
"20210101040500","gear1","75.22"
"20210101040600","gear1","65.88"
"20210101040700","gear1","50.17"
"20210101040800","gear1","77.93"
"20210101040900","gear1","8.47"
"20210101041000","gear1","78.5"
"20210101041100","gear1","45.47"
"20210101041200","gear1","33.18"
"20210101041300","gear1","87.2"
"20210101041400","gear1","86.35"
"20210101041500","gear1","9.69"
"20210101041600","gear1","86.85"
"20210101041700","gear1","73.43"
"20210101041800","gear1","88.71"
"20210101041900","gear1","96.65"
"20210101042000","gear1","32.45"
"20210101042100","gear1","64.64"
"20210101042200","gear1","66.68"
"20210101042300","gear1","67.86"
"20210101042400","gear1","20.17"
"20210101042500","gear1","10.59"
"20210101042600","gear1","19.54"
"20210101042700","gear1","94.24"
"20210101042800","gear1","83.39"
"20210101042900","gear1","59.87"
"20210101043000","gear1","75.45"
"20210101043100","gear1","23.54"
"20210101043200","gear1","58.44"
"20210101043300","gear1","57.71"
"20210101043400","gear1","17.94"
"20210101043500","gear1","37.81"
"20210101043600","gear1","13.81"
"20210101043700","gear1","26.64"
"20210101043800","gear1","53.84"
"20210101043900","gear1","43.93"
"20210101044000","gear1","51.89"
"20210101044100","gear1","20.74"
"20210101044200","gear1","25.53"
"20210101044300","gear1","54.17"
"20210101044400","gear1","69.67"
"20210101044500","gear1","57.0"
"20210101044600","gear1","79.08"
"20210101044700","gear1","92.4"
"20210101044800","gear1","92.3"
"20210101044900","gear1","63.55"
"20210101045000","gear1","52.01"
"20210101045100","gear1","45.67"
"20210101045200","gear1","48.4"
"20210101045300","gear1","86.03"
"20210101045400","gear1","56.39"
"20210101045500","gear1","10.11"
"20210101045600","gear1","28.21"
"20210101045700","gear1","15.96"
"20210101045800","gear1","49.1"
"20210101045900","gear1","74.83"
"20210101050000","gear1","9.95"
"20210101050100","gear1","18.27"
"20210101050200","gear1","52.18"
"20210101050300","gear1","27.03"
"20210101050400","gear1","26.32"
"20210101050500","gear1","81.9"
"20210101050600","gear1","65.12"
"20210101050700","gear1","25.31"
"20210101050800","gear1","59.14"
"20210101050900","gear1","71.6"
"20210101051000","gear1","11.04"
"20210101051100","gear1","55.39"
"20210101051200","gear1","98.22"
"20210101051300","gear1","99.38"
"20210101051400","gear1","15.35"
"20210101051500","gear1","5.3"
"20210101051600","gear1","70.35"
"20210101051700","gear1","38.58"
"20210101051800","gear1","97.68"
"20210101051900","gear1","3.79"
"20210101052000","gear1","57.7"
"20210101052100","gear1","15.09"
"20210101052200","gear1","8.47"
"20210101052300","gear1","83.76"
"20210101052400","gear1","57.73"
"20210101052500","gear1","70.24"
"20210101052600","gear1","31.94"
"20210101052700","gear1","41.76"
"20210101052800","gear1","62.65"
"20210101052900","gear1","31.72"
"20210101053000","gear1","15.0"
"20210101053100","gear1","26.02"
"20210101053200","gear1","98.89"
"20210101053300","gear1","77.6"
"20210101053400","gear1","59.18"
"20210101053500","gear1","84.16"
"20210101053600","gear1","42.08"
"20210101053700","gear1","38.24"
"20210101053800","gear1","89.88"
"20210101053900","gear1","14.72"
"20210101054000","gear1","77.79"
"20210101054100","gear1","24.83"
"20210101054200","gear1","56.9"
"20210101054300","gear1","55.32"
"20210101054400","gear1","12.33"
"20210101054500","gear1","46.67"
"20210101054600","gear1","2.25"
"20210101054700","gear1","2.89"
"20210101054800","gear1","22.31"
"20210101054900","gear1","42.06"
"20210101055000","gear1","31.15"
"20210101055100","gear1","19.72"
"20210101055200","gear1","21.64"
"20210101055300","gear1","97.21"
"20210101055400","gear1","20.86"
"20210101055500","gear1","81.68"
"20210101055600","gear1","6.7"
"20210101055700","gear1","65.63"
"20210101055800","gear1","91.6"
"20210101055900","gear1","29.89"
"20210101060000","gear1","20.48"
"20210101060100","gear1","2.39"
"20210101060200","gear1","75.19"
"20210101060300","gear1","99.7"
"20210101060400","gear1","18.41"
"20210101060500","gear1","55.16"
"20210101060600","gear1","59.55"
"20210101060700","gear1","50.19"
"20210101060800","gear1","81.29"
"20210101060900","gear1","57.99"
"20210101061000","gear1","39.31"
"20210101061100","gear1","3.65"
"20210101061200","gear1","82.58"
"20210101061300","gear1","95.68"
"20210101061400","gear1","78.33"
"20210101061500","gear1","27.74"
"20210101061600","gear1","68.81"
"20210101061700","gear1","25.06"
"20210101061800","gear1","64.19"
"20210101061900","gear1","17.54"
"20210101062000","gear1","47.67"
"20210101062100","gear1","70.83"
"20210101062200","gear1","43.19"
"20210101062300","gear1","27.29"
"20210101062400","gear1","12.49"
"20210101062500","gear1","0.51"
"20210101062600","gear1","66.18"
"20210101062700","gear1","52.92"
"20210101062800","gear1","50.72"
"20210101062900","gear1","89.7"
"20210101063000","gear1","64.37"
"20210101063100","gear1","35.33"
"20210101063200","gear1","5.74"
"20210101063300","gear1","16.18"
"20210101063400","gear1","58.36"
"20210101063500","gear1","50.62"
"20210101063600","gear1","3.42"
"20210101063700","gear1","37.24"
"20210101063800","gear1","18.44"
"20210101063900","gear1","53.78"
"20210101064000","gear1","55.98"
"20210101064100","gear1","0.7"
"20210101064200","gear1","47.05"
"20210101064300","gear1","40.33"
"20210101064400","gear1","91.32"
"20210101064500","gear1","46.58"
"20210101064600","gear1","51.21"
"20210101064700","gear1","0.23"
"20210101064800","gear1","98.42"
"20210101064900","gear1","14.25"
"20210101065000","gear1","77.37"
"20210101065100","gear1","18.27"
"20210101065200","gear1","63.43"
"20210101065300","gear1","42.06"
"20210101065400","gear1","0.73"
"20210101065500","gear1","79.16"
"20210101065600","gear1","68.52"
"20210101065700","gear1","28.24"
"20210101065800","gear1","11.82"
"20210101065900","gear1","43.91"
"20210101070000","gear1","40.39"
"20210101070100","gear1","82.47"
"20210101070200","gear1","53.17"
"20210101070300","gear1","5.34"
"20210101070400","gear1","70.63"
"20210101070500","gear1","46.56"
"20210101070600","gear1","20.39"
"20210101070700","gear1","36.27"
"20210101070800","gear1","75.9"
"20210101070900","gear1","24.51"
"20210101071000","gear1","83.73"
"20210101071100","gear1","43.31"
"20210101071200","gear1","11.16"
"20210101071300","gear1","60.02"
"20210101071400","gear1","12.33"
"20210101071500","gear1","75.97"
"20210101071600","gear1","61.01"
"20210101071700","gear1","94.68"
"20210101071800","gear1","48.54"
"20210101071900","gear1","44.01"
"20210101072000","gear1","56.73"
"20210101072100","gear1","44.71"
"20210101072200","gear1","43.74"
"20210101072300","gear1","58.37"
"20210101072400","gear1","44.51"
"20210101072500","gear1","85.87"
"20210101072600","gear1","97.1"
"20210101072700","gear1","96.99"
"20210101072800","gear1","57.77"
"20210101072900","gear1","80.59"
"20210101073000","gear1","70.31"
"20210101073100","gear1","41.11"
"20210101073200","gear1","49.68"
"20210101073300","gear1","47.35"
"20210101073400","gear1","24.12"
"20210101073500","gear1","34.51"
"20210101073600","gear1","39.84"
"20210101073700","gear1","3.81"
"20210101073800","gear1","7.55"
"20210101073900","gear1","16.37"
"20210101074000","gear1","43.55"
"20210101074100","gear1","85.51"
"20210101074200","gear1","96.26"
"20210101074300","gear1","93.69"
"20210101074400","gear1","86.7"
"20210101074500","gear1","98.69"
"20210101074600","gear1","50.4"
"20210101074700","gear1","18.8"
"20210101074800","gear1","73.29"
"20210101074900","gear1","46.43"
"20210101075000","gear1","40.29"
"20210101075100","gear1","13.86"
"20210101075200","gear1","48.57"
"20210101075300","gear1","13.57"
"20210101075400","gear1","99.18"
"20210101075500","gear1","6.71"
"20210101075600","gear1","85.03"
"20210101075700","gear1","79.26"
"20210101075800","gear1","58.57"
"20210101075900","gear1","89.13"
"20210101080000","gear1","17.09"
"20210101080100","gear1","31.53"
"20210101080200","gear1","8.73"
"20210101080300","gear1","60.21"
"20210101080400","gear1","54.92"
"20210101080500","gear1","16.38"
"20210101080600","gear1","73.43"
"20210101080700","gear1","1.61"
"20210101080800","gear1","25.57"
"20210101080900","gear1","70.06"
"20210101081000","gear1","63.57"
"20210101081100","gear1","6.79"
"20210101081200","gear1","12.82"
"20210101081300","gear1","16.1"
"20210101081400","gear1","76.24"
"20210101081500","gear1","70.71"
"20210101081600","gear1","52.24"
"20210101081700","gear1","40.61"
"20210101081800","gear1","32.49"
"20210101081900","gear1","67.23"
"20210101082000","gear1","33.96"
"20210101082100","gear1","94.03"
"20210101082200","gear1","62.32"
"20210101082300","gear1","37.64"
"20210101082400","gear1","98.31"
"20210101082500","gear1","39.29"
"20210101082600","gear1","74.63"
"20210101082700","gear1","5.87"
"20210101082800","gear1","18.15"
"20210101082900","gear1","12.83"
"20210101083000","gear1","92.86"
"20210101083100","gear1","80.89"
"20210101083200","gear1","38.03"
"20210101083300","gear1","81.08"
"20210101083400","gear1","65.03"
"20210101083500","gear1","44.15"
"20210101083600","gear1","18.26"
"20210101083700","gear1","23.04"
"20210101083800","gear1","96.96"
"20210101083900","gear1","39.46"
"20210101084000","gear1","71.69"
"20210101084100","gear1","10.3"
"20210101084200","gear1","8.17"
"20210101084300","gear1","23.74"
"20210101084400","gear1","7.27"
"20210101084500","gear1","40.97"
"20210101084600","gear1","31.05"
"20210101084700","gear1","64.19"
"20210101084800","gear1","25.11"
"20210101084900","gear1","82.62"
"20210101085000","gear1","60.74"
"20210101085100","gear1","17.65"
"20210101085200","gear1","60.18"
"20210101085300","gear1","9.67"
"20210101085400","gear1","23.01"
"20210101085500","gear1","46.93"
"20210101085600","gear1","85.34"
"20210101085700","gear1","72.94"
"20210101085800","gear1","28.35"
"20210101085900","gear1","2.77"
"20210101090000","gear1","32.87"
"20210101090100","gear1","46.29"
"20210101090200","gear1","83.21"
"20210101090300","gear1","76.81"
"20210101090400","gear1","16.63"
"20210101090500","gear1","8.34"
"20210101090600","gear1","81.35"
"20210101090700","gear1","87.85"
"20210101090800","gear1","41.97"
"20210101090900","gear1","7.69"
"20210101091000","gear1","71.41"
"20210101091100","gear1","53.71"
"20210101091200","gear1","61.6"
"20210101091300","gear1","2.17"
"20210101091400","gear1","41.86"
"20210101091500","gear1","55.25"
"20210101091600","gear1","65.03"
"20210101091700","gear1","87.2"
"20210101091800","gear1","29.87"
"20210101091900","gear1","87.92"
"20210101092000","gear1","7.1"
"20210101092100","gear1","71.46"
"20210101092200","gear1","96.13"
"20210101092300","gear1","6.72"
"20210101092400","gear1","8.78"
"20210101092500","gear1","99.17"
"20210101092600","gear1","50.55"
"20210101092700","gear1","20.79"
"20210101092800","gear1","15.94"
"20210101092900","gear1","48.16"
"20210101093000","gear1","40.7"
"20210101093100","gear1","42.74"
"20210101093200","gear1","60.1"
"20210101093300","gear1","34.58"
"20210101093400","gear1","33.82"
"20210101093500","gear1","63.64"
"20210101093600","gear1","77.1"
"20210101093700","gear1","64.7"
"20210101093800","gear1","90.02"
"20210101093900","gear1","81.1"
"20210101094000","gear1","35.37"
"20210101094100","gear1","39.96"
"20210101094200","gear1","39.37"
"20210101094300","gear1","27.44"
"20210101094400","gear1","72.79"
"20210101094500","gear1","5.23"
"20210101094600","gear1","39.89"
"20210101094700","gear1","32.41"
"20210101094800","gear1","85.0"
"20210101094900","gear1","62.03"
"20210101095000","gear1","53.69"
"20210101095100","gear1","57.93"
"20210101095200","gear1","58.42"
"20210101095300","gear1","20.79"
"20210101095400","gear1","21.42"
"20210101095500","gear1","90.48"
"20210101095600","gear1","28.78"
"20210101095700","gear1","9.91"
"20210101095800","gear1","79.22"
"20210101095900","gear1","51.76"
"20210101100000","gear1","50.96"
"20210101100100","gear1","23.07"
"20210101100200","gear1","53.02"
"20210101100300","gear1","99.41"
"20210101100400","gear1","8.54"
"20210101100500","gear1","14.36"
"20210101100600","gear1","89.22"
"20210101100700","gear1","44.13"
"20210101100800","gear1","14.68"
"20210101100900","gear1","48.93"
"20210101101000","gear1","35.59"
"20210101101100","gear1","68.91"
"20210101101200","gear1","70.33"
"20210101101300","gear1","64.38"
"20210101101400","gear1","78.96"
"20210101101500","gear1","12.37"
"20210101101600","gear1","23.37"
"20210101101700","gear1","67.85"
"20210101101800","gear1","62.94"
"20210101101900","gear1","45.49"
"20210101102000","gear1","62.9"
"20210101102100","gear1","75.73"
"20210101102200","gear1","21.59"
"20210101102300","gear1","10.6"
"20210101102400","gear1","99.9"
"20210101102500","gear1","18.96"
"20210101102600","gear1","57.14"
"20210101102700","gear1","5.3"
"20210101102800","gear1","64.37"
"20210101102900","gear1","52.34"
"20210101103000","gear1","2.18"
"20210101103100","gear1","97.95"
"20210101103200","gear1","34.59"
"20210101103300","gear1","89.08"
"20210101103400","gear1","59.41"
"20210101103500","gear1","4.67"
"20210101103600","gear1","34.53"
"20210101103700","gear1","24.71"
"20210101103800","gear1","30.71"
"20210101103900","gear1","94.02"
"20210101104000","gear1","11.15"
"20210101104100","gear1","67.13"
"20210101104200","gear1","21.12"
"20210101104300","gear1","85.23"
"20210101104400","gear1","41.15"
"20210101104500","gear1","62.91"
"20210101104600","gear1","31.5"
"20210101104700","gear1","15.42"
"20210101104800","gear1","27.62"
"20210101104900","gear1","81.74"
"20210101105000","gear1","20.48"
"20210101105100","gear1","96.29"
"20210101105200","gear1","76.07"
"20210101105300","gear1","24.03"
"20210101105400","gear1","38.41"
"20210101105500","gear1","24.68"
"20210101105600","gear1","15.9"
"20210101105700","gear1","94.49"
"20210101105800","gear1","48.93"
"20210101105900","gear1","91.22"
"20210101110000","gear1","36.22"
"20210101110100","gear1","10.97"
"20210101110200","gear1","27.95"
"20210101110300","gear1","49.16"
"20210101110400","gear1","87.2"
"20210101110500","gear1","25.74"
"20210101110600","gear1","33.35"
"20210101110700","gear1","14.4"
"20210101110800","gear1","34.76"
"20210101110900","gear1","97.69"
"20210101111000","gear1","65.71"
"20210101111100","gear1","68.54"
"20210101111200","gear1","7.38"
"20210101111300","gear1","94.73"
"20210101111400","gear1","9.37"
"20210101111500","gear1","12.35"
"20210101111600","gear1","67.05"
"20210101111700","gear1","23.1"
"20210101111800","gear1","67.76"
"20210101111900","gear1","61.11"
"20210101112000","gear1","17.75"
"20210101112100","gear1","29.5"
"20210101112200","gear1","88.72"
"20210101112300","gear1","4.87"
"20210101112400","gear1","74.3"
"20210101112500","gear1","41.37"
"20210101112600","gear1","99.71"
"20210101112700","gear1","66.93"
"20210101112800","gear1","94.95"
"20210101112900","gear1","38.47"
"20210101113000","gear1","17.47"
"20210101113100","gear1","6.67"
"20210101113200","gear1","46.3"
"20210101113300","gear1","62.02"
"20210101113400","gear1","3.46"
"20210101113500","gear1","14.38"
"20210101113600","gear1","62.74"
"20210101113700","gear1","59.02"
"20210101113800","gear1","89.61"
"20210101113900","gear1","64.79"
"20210101114000","gear1","98.71"
"20210101114100","gear1","92.36"
"20210101114200","gear1","30.57"
"20210101114300","gear1","76.85"
"20210101114400","gear1","2.42"
"20210101114500","gear1","58.46"
"20210101114600","gear1","75.44"
"20210101114700","gear1","23.1"
"20210101114800","gear1","8.56"
"20210101114900","gear1","13.81"
"20210101115000","gear1","4.08"
"20210101115100","gear1","23.57"
"20210101115200","gear1","73.31"
"20210101115300","gear1","79.82"
"20210101115400","gear1","79.86"
"20210101115500","gear1","42.92"
"20210101115600","gear1","95.07"
"20210101115700","gear1","14.99"
"20210101115800","gear1","18.18"
"20210101115900","gear1","13.39"
"20210101120000","gear1","52.13"
"20210101120100","gear1","54.93"
"20210101120200","gear1","24.39"
"20210101120300","gear1","97.45"
"20210101120400","gear1","60.9"
"20210101120500","gear1","50.95"
"20210101120600","gear1","85.37"
"20210101120700","gear1","69.19"
"20210101120800","gear1","16.14"
"20210101120900","gear1","2.06"
"20210101121000","gear1","7.91"
"20210101121100","gear1","56.36"
"20210101121200","gear1","85.14"
"20210101121300","gear1","16.45"
"20210101121400","gear1","13.33"
"20210101121500","gear1","60.11"
"20210101121600","gear1","54.41"
"20210101121700","gear1","65.09"
"20210101121800","gear1","4.62"
"20210101121900","gear1","58.17"
"20210101122000","gear1","17.08"
"20210101122100","gear1","11.06"
"20210101122200","gear1","47.72"
"20210101122300","gear1","51.94"
"20210101122400","gear1","62.83"
"20210101122500","gear1","47.28"
"20210101122600","gear1","92.97"
"20210101122700","gear1","31.15"
"20210101122800","gear1","64.65"
"20210101122900","gear1","23.96"
"20210101123000","gear1","62.64"
"20210101123100","gear1","30.66"
"20210101123200","gear1","25.7"
"20210101123300","gear1","23.59"
"20210101123400","gear1","37.25"
"20210101123500","gear1","82.81"
"20210101123600","gear1","44.2"
"20210101123700","gear1","14.45"
"20210101123800","gear1","23.98"
"20210101123900","gear1","88.02"
"20210101124000","gear1","8.23"
"20210101124100","gear1","17.0"
"20210101124200","gear1","64.93"
"20210101124300","gear1","63.72"
"20210101124400","gear1","31.37"
"20210101124500","gear1","27.92"
"20210101124600","gear1","26.51"
"20210101124700","gear1","38.68"
"20210101124800","gear1","36.34"
"20210101124900","gear1","24.43"
"20210101125000","gear1","70.26"
"20210101125100","gear1","3.83"
"20210101125200","gear1","34.74"
"20210101125300","gear1","5.78"
"20210101125400","gear1","46.07"
"20210101125500","gear1","28.99"
"20210101125600","gear1","75.46"
"20210101125700","gear1","1.23"
"20210101125800","gear1","54.02"
"20210101125900","gear1","26.7"
"20210101130000","gear1","69.5"
"20210101130100","gear1","84.97"
"20210101130200","gear1","63.23"
"20210101130300","gear1","5.82"
"20210101130400","gear1","47.4"
"20210101130500","gear1","0.02"
"20210101130600","gear1","38.83"
"20210101130700","gear1","97.03"
"20210101130800","gear1","43.13"
"20210101130900","gear1","62.32"
"20210101131000","gear1","4.76"
"20210101131100","gear1","45.79"
"20210101131200","gear1","1.77"
"20210101131300","gear1","60.52"
"20210101131400","gear1","91.58"
"20210101131500","gear1","18.91"
"20210101131600","gear1","21.76"
"20210101131700","gear1","97.05"
"20210101131800","gear1","45.67"
"20210101131900","gear1","80.6"
"20210101132000","gear1","11.14"
"20210101132100","gear1","82.44"
"20210101132200","gear1","55.42"
"20210101132300","gear1","50.69"
"20210101132400","gear1","81.56"
"20210101132500","gear1","42.81"
"20210101132600","gear1","29.89"
"20210101132700","gear1","59.57"
"20210101132800","gear1","27.09"
"20210101132900","gear1","29.68"
"20210101133000","gear1","99.68"
"20210101133100","gear1","46.25"
"20210101133200","gear1","86.44"
"20210101133300","gear1","21.75"
"20210101133400","gear1","56.14"
"20210101133500","gear1","99.87"
"20210101133600","gear1","49.11"
"20210101133700","gear1","9.21"
"20210101133800","gear1","70.59"
"20210101133900","gear1","11.66"
"20210101134000","gear1","86.21"
"20210101134100","gear1","11.88"
"20210101134200","gear1","20.07"
"20210101134300","gear1","58.54"
"20210101134400","gear1","4.49"
"20210101134500","gear1","76.16"
"20210101134600","gear1","56.23"
"20210101134700","gear1","75.88"
"20210101134800","gear1","80.83"
"20210101134900","gear1","75.55"
"20210101135000","gear1","87.34"
"20210101135100","gear1","56.79"
"20210101135200","gear1","44.12"
"20210101135300","gear1","1.54"
"20210101135400","gear1","46.39"
"20210101135500","gear1","79.9"
"20210101135600","gear1","94.22"
"20210101135700","gear1","22.82"
"20210101135800","gear1","13.3"
"20210101135900","gear1","28.66"
"20210101140000","gear1","67.19"
"20210101140100","gear1","97.01"
"20210101140200","gear1","69.21"
"20210101140300","gear1","35.93"
"20210101140400","gear1","0.8"
"20210101140500","gear1","69.51"
"20210101140600","gear1","95.81"
"20210101140700","gear1","22.77"
"20210101140800","gear1","80.94"
"20210101140900","gear1","95.52"
"20210101141000","gear1","66.5"
"20210101141100","gear1","75.55"
"20210101141200","gear1","79.55"
"20210101141300","gear1","83.64"
"20210101141400","gear1","35.07"
"20210101141500","gear1","29.82"
"20210101141600","gear1","12.58"
"20210101141700","gear1","89.42"
"20210101141800","gear1","28.52"
"20210101141900","gear1","74.36"
"20210101142000","gear1","6.7"
"20210101142100","gear1","99.15"
"20210101142200","gear1","72.83"
"20210101142300","gear1","36.41"
"20210101142400","gear1","52.29"
"20210101142500","gear1","17.15"
"20210101142600","gear1","87.69"
"20210101142700","gear1","93.91"
"20210101142800","gear1","23.82"
"20210101142900","gear1","0.42"
"20210101143000","gear1","34.9"
"20210101143100","gear1","25.91"
"20210101143200","gear1","4.76"
"20210101143300","gear1","57.96"
"20210101143400","gear1","13.03"
